data_id	user_id	user_height	user_weight	design_type	unique_code	posture_type	adjust_type	headrest_height	headrest_front	back_angle	cushion_lifting	seat_height	leg_extension	leg_angle	slide_rail	left_flank	right_wing	waist_support	m_mhg	m_data	update_time	create_time
13261	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2333	[[0,0,0,0,4,0,0,0,0,0],[0,0,0,0,35,26,0,0,0,0],[0,0,0,0,35,34,0,0,0,0],[0,0,0,0,26,24,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,4,11,14,25,22,6,0,0],[0,0,12,17,22,24,19,8,1,0],[0,0,2,26,23,29,24,7,0,0],[0,0,5,20,23,23,26,2,0,0],[0,0,5,20,20,16,14,2,0,0],[0,0,2,16,17,15,16,0,0,0],[0,0,1,5,7,3,2,4,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,15,17,32,40,31,23,0,0],[0,0,23,32,53,47,37,34,0,0],[0,0,32,37,54,44,43,40,0,0],[0,0,27,40,74,41,43,36,0,0],[0,0,35,41,49,34,36,33,0,0],[0,0,29,40,37,23,28,26,0,0],[0,0,22,32,34,21,25,19,0,0],[0,0,12,23,20,7,16,9,0,0],[0,0,0,2,6,4,3,0,0,0],[0,0,0,5,9,5,1,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13262	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2531	[[0,0,0,0,3,0,0,0,0,0],[0,0,0,0,37,30,0,0,0,0],[0,0,0,0,38,38,0,0,0,0],[0,0,0,0,30,27,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,12,15,24,22,8,0,0],[0,0,13,20,23,23,19,7,1,0],[0,0,2,26,23,29,24,8,0,0],[0,0,6,21,24,24,25,4,0,0],[0,0,4,19,21,18,15,4,0,0],[0,0,2,18,17,17,17,2,0,0],[0,0,2,7,9,5,4,7,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,18,19,36,43,34,25,0,0],[0,0,26,34,57,50,39,36,0,0],[0,0,34,38,65,46,44,43,0,0],[0,0,30,40,85,44,45,38,0,0],[0,0,37,42,52,38,38,36,0,0],[0,0,32,41,40,26,30,29,0,0],[0,0,24,33,35,24,27,22,0,0],[0,0,15,24,23,9,19,12,0,0],[0,0,0,3,7,5,4,1,0,0],[0,0,0,5,9,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13263	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2408	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,38,30,0,0,0,0],[0,0,0,0,37,38,0,0,0,0],[0,0,0,0,27,25,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,5,12,15,25,23,6,0,0],[0,0,13,19,22,24,20,7,1,0],[0,0,2,26,23,29,23,7,0,0],[0,0,4,20,23,24,26,2,0,0],[0,0,4,19,20,17,14,2,0,0],[0,0,1,17,16,16,16,0,0,0],[0,0,2,5,7,4,2,5,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,17,19,34,42,32,23,0,0],[0,0,25,34,54,49,38,34,0,0],[0,0,32,38,56,45,43,41,0,0],[0,0,29,40,77,43,43,36,0,0],[0,0,36,41,49,36,37,34,0,0],[0,0,30,40,39,25,29,28,0,0],[0,0,23,33,34,23,26,20,0,0],[0,0,13,24,21,8,17,10,0,0],[0,0,0,3,6,2,3,0,0,0],[0,0,0,5,9,5,1,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13264	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2581	[[0,0,0,0,4,0,0,0,0,0],[0,0,0,0,40,30,0,0,0,0],[0,0,0,0,39,40,0,0,0,0],[0,0,0,0,31,28,0,0,0,0],[0,0,0,0,5,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,12,15,24,22,8,0,0],[0,0,13,19,23,22,20,6,1,0],[0,0,3,26,24,28,24,8,0,0],[0,0,7,21,25,24,26,4,0,0],[0,0,5,20,21,18,15,5,0,0],[0,0,3,18,17,17,17,3,0,0],[0,0,3,7,10,5,4,7,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,19,20,36,44,34,26,0,0],[0,0,27,34,59,50,39,36,0,0],[0,0,35,39,67,47,44,43,0,0],[0,0,31,41,88,45,45,39,0,0],[0,0,38,42,52,39,39,36,0,0],[0,0,32,41,41,27,30,30,0,0],[0,0,25,34,35,24,27,22,0,0],[0,0,16,24,24,9,19,12,0,0],[0,0,0,4,7,5,4,3,0,0],[0,0,0,6,9,6,2,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13265	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2613	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,39,29,0,0,0,0],[0,0,0,0,36,39,0,0,0,0],[0,0,0,0,30,28,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,13,16,25,24,8,0,0],[0,0,14,21,23,24,21,6,1,0],[0,0,4,26,24,30,24,8,0,0],[0,0,7,22,25,25,26,6,0,0],[0,0,6,22,21,19,15,5,0,0],[0,0,2,18,17,17,17,3,0,0],[0,0,3,7,10,5,5,7,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,19,20,37,44,34,27,0,0],[0,0,27,35,59,51,40,36,0,0],[0,0,35,40,67,47,44,44,0,0],[0,0,31,43,88,45,45,39,0,0],[0,0,37,42,52,40,39,38,0,0],[0,0,32,42,41,27,30,29,0,0],[0,0,25,34,36,24,27,23,0,0],[0,0,16,25,23,10,19,13,0,0],[0,0,2,4,7,5,4,1,0,0],[0,0,0,8,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13266	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2445	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,34,28,0,0,0,0],[0,0,0,0,37,37,0,0,0,0],[0,0,0,0,27,25,0,0,0,0],[0,0,0,0,5,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,5,12,15,25,23,6,0,0],[0,0,13,20,22,24,20,7,0,0],[0,0,2,25,23,29,23,7,0,0],[0,0,5,21,24,24,26,3,0,0],[0,0,4,19,20,17,14,3,0,0],[0,0,2,18,17,16,16,0,0,0],[0,0,1,6,8,4,2,5,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,18,19,34,42,33,24,0,0],[0,0,26,34,55,49,37,35,0,0],[0,0,33,39,58,45,43,41,0,0],[0,0,29,40,81,44,44,37,0,0],[0,0,37,42,50,37,37,35,0,0],[0,0,31,40,39,25,29,29,0,0],[0,0,23,33,34,23,27,21,0,0],[0,0,13,23,21,8,18,10,0,0],[0,0,0,4,7,4,3,1,0,0],[0,0,0,5,10,5,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13267	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2616	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,36,26,0,0,0,0],[0,0,0,0,37,38,0,0,0,0],[0,0,0,0,30,27,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,13,17,25,24,8,0,0],[0,0,13,21,23,24,21,7,1,0],[0,0,4,26,22,29,24,9,0,0],[0,0,7,22,25,25,27,5,0,0],[0,0,6,21,22,19,15,6,0,0],[0,0,2,18,17,17,17,4,0,0],[0,0,2,8,10,5,5,7,0,0],[0,0,0,0,3,0,1,0,0,0],[0,0,20,20,37,45,34,26,0,0],[0,0,28,35,60,50,39,37,0,0],[0,0,34,41,67,47,44,44,0,0],[0,0,31,42,90,45,45,39,0,0],[0,0,38,43,52,39,40,37,0,0],[0,0,33,42,41,26,31,30,0,0],[0,0,25,34,37,24,27,23,0,0],[0,0,16,25,24,10,20,12,0,0],[0,0,0,4,7,5,3,0,0,0],[0,0,0,6,11,7,7,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13268	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2660	[[0,0,0,0,3,0,0,0,0,0],[0,0,0,0,35,24,0,0,0,0],[0,0,0,0,37,34,0,0,0,0],[0,0,0,0,29,28,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,14,17,26,25,10,0,0],[0,0,14,21,26,25,22,9,1,0],[0,0,4,26,24,31,25,10,0,0],[0,0,7,22,26,26,26,5,0,0],[0,0,6,21,22,19,16,5,0,0],[0,0,4,17,18,18,17,3,0,0],[0,0,4,7,10,6,5,6,0,0],[0,0,0,0,3,0,1,0,0,0],[0,0,20,21,38,45,35,27,0,0],[0,0,28,36,61,51,39,37,0,0],[0,0,36,41,69,48,44,44,0,0],[0,0,32,43,93,46,46,40,0,0],[0,0,39,44,52,40,40,37,0,0],[0,0,33,43,42,27,31,30,0,0],[0,0,25,35,37,24,28,23,0,0],[0,0,16,26,24,10,20,13,0,0],[0,0,0,5,7,5,4,0,0,0],[0,0,0,7,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13269	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2658	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,34,1,0,0,0,0],[0,0,0,0,36,34,0,0,0,0],[0,0,0,0,27,26,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,7,14,17,27,26,9,0,0],[0,0,14,21,24,26,22,7,2,0],[0,0,4,27,25,32,26,10,0,0],[0,0,8,23,26,25,28,5,0,0],[0,0,6,22,23,20,16,5,0,0],[0,0,3,18,18,18,19,2,0,0],[0,0,4,7,11,6,5,6,0,0],[0,0,0,0,3,0,2,0,0,0],[0,0,20,22,38,45,35,27,0,0],[0,0,29,36,62,52,39,37,0,0],[0,0,36,42,71,48,45,44,0,0],[0,0,33,43,92,46,46,40,0,0],[0,0,39,44,53,40,40,37,0,0],[0,0,35,43,43,28,30,30,0,0],[0,0,26,35,38,25,28,23,0,0],[0,0,17,27,25,11,20,12,0,0],[0,0,0,4,8,6,4,0,0,0],[0,0,0,6,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13270	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2649	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,35,2,0,0,0,0],[0,0,0,0,37,34,0,0,0,0],[0,0,0,0,27,27,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,13,16,27,26,10,0,0],[0,0,14,20,24,25,22,9,1,0],[0,0,5,27,24,31,26,10,0,0],[0,0,7,23,26,26,28,5,0,0],[0,0,6,21,23,20,16,5,0,0],[0,0,4,18,19,18,18,3,0,0],[0,0,3,8,10,6,5,6,0,0],[0,0,0,0,3,0,2,0,0,0],[0,0,20,21,38,45,35,27,0,0],[0,0,28,36,61,51,40,37,0,0],[0,0,35,41,71,48,45,44,0,0],[0,0,32,43,92,46,46,40,0,0],[0,0,39,44,52,40,40,37,0,0],[0,0,34,43,42,27,31,30,0,0],[0,0,26,35,37,25,28,23,0,0],[0,0,17,26,24,11,20,13,0,0],[0,0,0,6,8,5,4,0,0,0],[0,0,0,7,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13271	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2648	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,36,27,0,0,0,0],[0,0,0,0,37,36,0,0,0,0],[0,0,0,0,30,29,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,6,13,18,26,24,11,0,0],[0,0,14,21,23,25,21,8,2,0],[0,0,4,26,23,31,25,9,0,0],[0,0,7,22,26,25,28,5,0,0],[0,0,6,20,22,20,15,6,0,0],[0,0,2,18,17,17,17,4,0,0],[0,0,4,7,10,6,5,7,0,0],[0,0,1,0,4,0,1,0,0,0],[0,0,20,20,37,45,35,26,0,0],[0,0,28,35,60,50,39,37,0,0],[0,0,35,41,68,48,44,44,0,0],[0,0,31,43,89,45,46,39,0,0],[0,0,39,43,52,40,40,37,0,0],[0,0,33,42,42,27,31,30,0,0],[0,0,26,34,36,24,28,22,0,0],[0,0,16,26,24,10,20,13,0,0],[0,0,0,4,7,8,3,0,0,0],[0,0,0,7,13,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13272	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2712	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,36,6,0,0,0,0],[0,0,0,0,38,37,0,0,0,0],[0,0,0,0,29,27,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,15,17,27,26,9,0,0],[0,0,16,21,24,26,23,8,2,0],[0,0,6,28,26,32,26,10,0,0],[0,0,9,24,28,26,28,5,0,0],[0,0,7,21,24,21,16,6,0,0],[0,0,4,18,19,18,19,4,0,0],[0,0,4,8,11,6,6,7,0,0],[0,0,0,0,3,0,2,0,0,0],[0,0,21,22,38,46,35,27,0,0],[0,0,29,37,61,52,40,38,0,0],[0,0,36,42,73,48,45,44,0,0],[0,0,33,44,94,46,46,40,0,0],[0,0,40,45,53,41,40,37,0,0],[0,0,34,44,43,28,30,30,0,0],[0,0,26,35,38,25,28,23,0,0],[0,0,18,27,25,11,20,13,0,0],[0,0,0,5,8,6,4,1,0,0],[0,0,0,4,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13273	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2665	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,34,1,0,0,0,0],[0,0,0,0,36,34,0,0,0,0],[0,0,0,0,27,26,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,7,14,17,27,26,9,0,0],[0,0,14,21,24,26,22,7,2,0],[0,0,6,27,25,32,26,10,0,0],[0,0,8,23,26,25,28,5,0,0],[0,0,6,22,23,20,16,6,0,0],[0,0,4,18,18,18,19,2,0,0],[0,0,4,7,11,6,5,6,0,0],[0,0,0,0,3,0,2,0,0,0],[0,0,21,22,38,45,35,27,0,0],[0,0,29,36,62,52,39,38,0,0],[0,0,36,42,71,48,45,44,0,0],[0,0,33,43,92,46,46,40,0,0],[0,0,39,44,53,40,40,37,0,0],[0,0,34,43,43,28,30,30,0,0],[0,0,26,35,38,25,28,23,0,0],[0,0,17,27,25,11,20,13,0,0],[0,0,0,4,8,6,4,1,0,0],[0,0,0,6,10,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13274	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2768	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,37,22,0,0,0,0],[0,0,0,0,39,37,0,0,0,0],[0,0,0,0,29,29,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,14,18,28,26,10,0,0],[0,0,16,22,24,26,24,8,2,0],[0,0,6,28,26,32,28,11,0,0],[0,0,10,23,27,27,29,6,0,0],[0,0,7,22,24,21,17,6,0,0],[0,0,4,20,19,18,19,4,0,0],[0,0,5,8,11,6,7,6,0,0],[0,0,0,0,4,0,3,0,0,0],[0,0,21,22,38,46,35,27,0,0],[0,0,29,37,63,53,41,38,0,0],[0,0,36,44,74,49,45,45,0,0],[0,0,33,44,95,47,46,39,0,0],[0,0,39,45,53,41,40,37,0,0],[0,0,35,44,44,28,32,31,0,0],[0,0,27,36,38,26,28,23,0,0],[0,0,18,27,25,11,20,13,0,0],[0,0,0,4,8,6,4,1,0,0],[0,0,0,7,10,6,4,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13275	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2769	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,37,22,0,0,0,0],[0,0,0,0,39,37,0,0,0,0],[0,0,0,0,29,29,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,14,18,28,26,11,0,0],[0,0,16,22,24,26,24,8,2,0],[0,0,6,28,26,32,28,10,0,0],[0,0,10,23,27,27,29,6,0,0],[0,0,7,22,24,21,18,7,0,0],[0,0,4,20,19,18,20,3,0,0],[0,0,5,8,11,6,6,6,0,0],[0,0,0,0,4,0,3,0,0,0],[0,0,21,22,38,46,35,27,0,0],[0,0,29,37,63,53,40,38,0,0],[0,0,36,44,74,49,45,44,0,0],[0,0,33,44,95,47,47,40,0,0],[0,0,39,45,53,41,40,37,0,0],[0,0,35,44,44,28,32,31,0,0],[0,0,27,36,38,26,29,23,0,0],[0,0,18,27,25,11,20,13,0,0],[0,0,0,4,8,6,4,0,0,0],[0,0,0,7,10,6,4,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13276	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2777	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,35,0,0,0,0,0],[0,0,0,0,37,33,0,0,0,0],[0,0,0,0,31,28,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,9,15,17,28,27,11,0,0],[0,0,16,22,25,27,24,8,2,0],[0,0,6,29,25,32,27,10,0,0],[0,0,9,24,28,28,29,7,0,0],[0,0,8,23,25,21,18,7,0,0],[0,0,4,19,20,19,20,3,0,0],[0,0,5,9,11,7,6,7,0,0],[0,0,0,0,4,0,3,0,0,0],[0,0,22,22,39,46,36,28,0,0],[0,0,30,38,64,54,41,38,0,0],[0,0,37,44,75,49,45,45,0,0],[0,0,33,45,96,47,47,40,0,0],[0,0,40,45,53,41,41,37,0,0],[0,0,35,44,44,28,32,31,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,19,28,26,11,21,14,0,0],[0,0,0,4,8,6,4,0,0,0],[0,0,0,7,11,7,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13277	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2775	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,35,2,0,0,0,0],[0,0,0,0,38,34,0,0,0,0],[0,0,0,0,30,29,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,9,15,17,28,27,10,0,0],[0,0,16,22,25,27,24,9,3,0],[0,0,6,28,25,32,27,11,0,0],[0,0,9,24,29,27,29,6,0,0],[0,0,8,22,24,21,18,8,0,0],[0,0,4,19,19,19,20,3,0,0],[0,0,5,8,11,7,6,7,0,0],[0,0,0,0,4,0,3,0,0,0],[0,0,22,22,39,46,36,28,0,0],[0,0,30,37,64,53,41,38,0,0],[0,0,37,43,75,49,45,45,0,0],[0,0,33,44,97,47,47,40,0,0],[0,0,40,45,53,41,41,37,0,0],[0,0,35,44,45,28,32,31,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,19,28,26,11,21,14,0,0],[0,0,0,5,8,6,4,0,0,0],[0,0,0,7,10,7,2,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13278	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2773	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,35,1,0,0,0,0],[0,0,0,0,38,34,0,0,0,0],[0,0,0,0,32,29,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,14,17,28,27,9,0,0],[0,0,16,22,25,27,24,7,3,0],[0,0,6,27,26,32,27,10,0,0],[0,0,8,24,28,27,30,6,0,0],[0,0,7,22,23,21,17,7,0,0],[0,0,4,18,20,19,20,2,0,0],[0,0,6,9,11,6,6,6,0,0],[0,0,0,0,4,0,3,0,0,0],[0,0,22,22,39,46,36,28,0,0],[0,0,30,38,64,53,41,38,0,0],[0,0,37,44,76,49,46,45,0,0],[0,0,33,45,97,47,47,40,0,0],[0,0,40,45,54,41,41,37,0,0],[0,0,35,45,45,28,32,32,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,19,28,26,11,21,14,0,0],[0,0,0,4,8,6,4,0,0,0],[0,0,0,6,11,7,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13279	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2734	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,38,6,0,0,0,0],[0,0,0,0,39,37,0,0,0,0],[0,0,0,0,30,27,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,15,17,27,26,10,0,0],[0,0,17,21,24,26,23,8,2,0],[0,0,6,28,27,32,27,10,0,0],[0,0,9,24,28,26,29,5,0,0],[0,0,7,22,24,21,17,7,0,0],[0,0,4,19,19,18,19,4,0,0],[0,0,6,8,11,6,5,6,0,0],[0,0,1,0,3,0,2,0,0,0],[0,0,21,22,38,46,35,27,0,0],[0,0,29,37,62,52,41,38,0,0],[0,0,36,43,73,48,45,44,0,0],[0,0,33,44,93,46,46,39,0,0],[0,0,41,45,53,41,40,37,0,0],[0,0,34,44,43,28,31,31,0,0],[0,0,27,36,38,25,28,23,0,0],[0,0,18,27,25,11,20,13,0,0],[0,0,0,4,8,6,5,1,0,0],[0,0,0,7,8,6,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13280	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2760	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,35,14,0,0,0,0],[0,0,0,0,38,34,0,0,0,0],[0,0,0,0,30,27,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,15,15,27,27,11,0,0],[0,0,16,21,25,27,24,8,3,0],[0,0,6,28,26,32,27,10,0,0],[0,0,9,23,27,27,29,5,0,0],[0,0,8,21,24,21,17,7,0,0],[0,0,4,19,19,19,19,2,0,0],[0,0,6,7,11,6,6,7,0,0],[0,0,1,0,4,0,2,0,0,0],[0,0,21,22,39,46,36,27,0,0],[0,0,30,37,63,53,41,38,0,0],[0,0,37,43,75,49,46,44,0,0],[0,0,33,44,96,47,47,40,0,0],[0,0,40,45,54,41,41,38,0,0],[0,0,34,44,44,28,32,31,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,18,28,25,11,21,14,0,0],[0,0,0,4,8,6,3,1,0,0],[0,0,0,3,10,7,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13281	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2800	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,35,13,0,0,0,0],[0,0,0,0,38,33,0,0,0,0],[0,0,0,0,32,28,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,15,18,28,27,10,0,0],[0,0,15,22,25,27,24,7,2,0],[0,0,6,28,26,33,27,11,0,0],[0,0,9,23,29,27,31,6,0,0],[0,0,7,22,24,21,18,7,0,0],[0,0,4,18,20,19,20,3,0,0],[0,0,5,9,11,7,6,6,0,0],[0,0,1,0,4,0,4,0,0,0],[0,0,22,22,39,46,36,28,0,0],[0,0,30,37,64,53,41,38,0,0],[0,0,38,43,76,49,46,45,0,0],[0,0,34,44,98,47,47,40,0,0],[0,0,40,45,54,42,41,38,0,0],[0,0,34,44,45,29,32,32,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,19,28,27,11,22,14,0,0],[0,0,0,3,9,6,4,0,0,0],[0,0,0,7,11,7,3,1,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13282	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2820	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,34,16,0,0,0,0],[0,0,0,0,38,35,0,0,0,0],[0,0,0,0,32,30,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,14,18,27,27,7,0,0],[0,0,16,22,26,27,24,6,3,0],[0,0,6,28,27,33,27,11,0,0],[0,0,10,24,29,27,30,6,0,0],[0,0,7,23,25,21,18,7,0,0],[0,0,5,20,21,19,20,3,0,0],[0,0,5,9,11,7,6,6,0,0],[0,0,1,1,4,0,4,0,0,0],[0,0,21,22,40,46,36,28,0,0],[0,0,30,37,64,53,41,38,0,0],[0,0,37,43,76,49,46,45,0,0],[0,0,34,45,97,46,47,41,0,0],[0,0,40,45,54,42,41,38,0,0],[0,0,36,45,44,29,33,32,0,0],[0,0,28,36,39,26,30,24,0,0],[0,0,19,29,27,11,22,14,0,0],[0,0,0,7,9,6,4,0,0,0],[0,0,1,7,11,7,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
13283	126	174	65	1	b11dc0af	0	1	0	0	0	0	0	0	0	0	0	0	0	2774	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,34,0,0,0,0,0],[0,0,0,0,37,34,0,0,0,0],[0,0,0,0,32,29,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,8,15,18,28,27,9,0,0],[0,0,16,21,25,26,24,7,3,0],[0,0,6,28,26,32,27,10,0,0],[0,0,9,24,27,28,30,6,0,0],[0,0,7,22,24,21,17,6,0,0],[0,0,4,19,19,18,20,2,0,0],[0,0,5,8,11,6,7,6,0,0],[0,0,1,0,3,0,4,0,0,0],[0,0,22,22,39,46,36,27,0,0],[0,0,30,38,64,53,41,38,0,0],[0,0,37,44,76,49,46,45,0,0],[0,0,33,44,99,47,47,40,0,0],[0,0,40,45,54,41,41,38,0,0],[0,0,34,44,45,28,32,32,0,0],[0,0,27,36,39,26,29,24,0,0],[0,0,19,28,27,11,21,14,0,0],[0,0,0,4,8,6,4,1,0,0],[0,0,0,7,11,7,3,0,0,0]]	2025/10/15 17:25:49	2025/10/15 17:25:49
